리뷰,별점
떡볶이 당면추가를했는데 당면이 몇개있지않아 좀 그렇네요 다른건 다 괜찮아요,4
맛있게 잘 먹었습니다 양도 4 인이 배불리 먹을만큼 푸짐해요,5
치킨플러스 핫쵸킹 떡볶이 최고입니다,5
핫쵸킹 맛있습니다,5
순살이 1 도 뻑뻑하지않고 너무맛있어요,5
맛,5
뭐야 왜 맛있음 미친듯 또 시킨다 딱대,5
살면서 먹어본 치킨 탑쓰리안에 듭니다 소스 대박이고 치즈스틱 서비스 감사합니다 치킨 대박나길 배달 스피드도 굳,5
맛있어요 꿀잼치킨은 첨 먹어봤는데 애들도 진짜 질 먹네요,5
처음시켰는데 오오 맛있었어요 기본 간을 잘 한 닭이라 후라이드도 맛있었구양념도 맛있네요 서비스로주신 도넛도 넘넘맛있었습니다 진짜 싹싹 먹었어요 닭이 금방튀겨 뜨겁던데 배달도 그만큼 빨랐던거겠죠 또 주문할게요 번창하세용,5
진짜 너무 맛있어요오오오오오 매일먹을래요,5
매일 간장만 시켜 먹었는데 매운것도 너무 맛있네요,5
맛있어용그냥 양념이랑또다른 맛이고 소스가 있어서좋네요,5
맛있게 잘 먹었습니다,5
주변에 있는 체인점이 안 열어서 주문했는데 멀어도 배달도 빠르고 맛도 좋습니다 멀어도 여기서 시킬것 같네요,5
너무맛잇게잘먹었어용,5
배달빠르고 매번좋아요,5
가성비 최고에요,5
예상시간보다 19 분이나 빨리왓네요 순살 따뜻하고 간편하게 잘먹었어요 맛있게 먹었습니다,5
다먹고생각나서 먼저사진올려요 치킨하면 치플이죠,5
사진은없지만 그래도 맛있게먹었습니다,5
좋아하는 유튜버께서 치킨대전에 나와서 열심히 보던 중 신메뉴가 나왔다고 하여 시켜봤습니다 확실히 맛있고 된장으로 양념을 만들었다는 점이 신기했습니다 애호박튀김도 맛있었구요 배달도 빠르게 와서 너무 좋았습니다,5
강정치킨은 처음 시켜봤는데 맛있었어요 양도 많아서 배부르게 잘먹었습니다,5
맛있게잘먹었어요 첨시켜보는메뉴인데 간만에 맛있는치킨찾았네요,5
원헌드 첫 리뷰 고추가 들어있어서 애들이 먹기엔 살짝 매울듯 하고 성인은 매운거 못먹는 사람도 먹을수 있는 수준인데 이게 느끼함을 잡아주네요소스는 양념과 비슷한데 조금 더 개성있는맛이네요 덤으로 호박튀김이 개성을 확 살려주네요 고구마 튀김과 비슷하고 바삭하고 소스에 찍어먹어도 맛있네요 아직 안먹어 보신분은 한번쯤 먹어봐도 나쁘지 않을듯 합니다,5
오랜만에 주문했는데 역시나 맛있어요 떡볶이도 굿 항상 실패없는 주문이네요,5
맛잇어요,5
너무 맛나게 잘 먹었어요 단짠단짠 서비스 치즈볼도 맛났어요,5
신메뉴 맛있세 먹었습니다,5
빠삭 빠삭 너무 맛있게 잘먹었어요,5
항상 실패없는 맛있는 집입니다,5
맛있게 먹었어요 순식간에 사라지는 대박 나세요 사장님 늘,5
개쩌는 맛,5
간만에 시켰는데 역시 맛있어요 떡볶이도 굿,5
꿀잼치킨이란게 원래 있었나요 처음 보이길래 먹어봤는데 맛있네요,5
울애들이 좋아하는 치킨플러스 역시나 넘 맛있었어요,5
치킨 김이모락모락 맛나게 받았어요 치플떡볶이,5
넘맛나요 배달짱빨라요 서비스조아용,5
순식간에 먹어치워서 사진을 못찍었어요언제나 후회없는 치킨플러스예요너무맛있었어요 최애 치킨입니다,5
늘 먹는 곳인데 배달도 빠르고 맛있어요 쿠폰도 13 장 모았어요,5
배달도 빠르고 맛있어요,5
치킨플러스 오늘도 부들부들 맛있어요전부터 궁금했던 꿔바로우치킨은 탕수육양념을 묻힌 치킨맛이에요다음엔 다른맛 먹어봐야겠어요,5
요즘 시켜 먹은 치킨중에 최곤거 같네요,5
맛있고 배달도 빠릅니다,5
저번에 먹고 맛있어서 재주문했어요 오늘 주문한 양념도 맛있네요,5
핫쵸킹은 또 먹고 싶네요,5
맛있게 잘 먹었어요 최고예요,5
맛있게 잘먹을께요,5
너무 맛있어요 맛있어서 안남기고 다 먹었네요 리뷰이벤트 서비스 핫도그도 넘 맛나요,5
정말 맛있게 요리 잘 하는 것 같아요,5
항상 잘 먹고 있습니당,5
맛있어요 마늘스테미너도 맛나네요,5
이거 꼭 먹으세요들 떡볶이하고 넘흐 잘어울려 치즈시즈닝하고 떡볶이국물하고 잘어울리냐고 모냐고,5
진짜 오랜만에 치킨 시켜먹는데 여전히 맛있네요 넘 맛있게 먹어서 리뷰쓰는것도 까먹고있었다면서 배달도 엄청 빨리와서 바삭하고 따뜻하게 잘먹었습니다,5
맛있게 잘먹었습니다,5
너무 맛있게 잘 먹었습니다 요즘 치킨은 여기서만 시켜먹어요,5
먹느라 사진도 못 찍었네요 맛있게 잘 먹었습니다,5
매콤하고 깔끔한맛이에요,5
오늘은 떡이랑 당면이 타서 왔어요 눌러붙어서 탄 것처럼 양은 많았는 데 탄맛이 섞여서 속상하네요,1
맛있게 잘먹을께요,5
언제먹어도 항상 배달빠르고 항상 맛있고 항상 양 많아요,5
역시 치킨플러스 떡볶이가 한 수 입니다,5
매콤하네요 양푸짐하고요 처음시켜봤는데 알고있던 맛초킹보다 매워여,5
신비아파트 때문에 시키긴했지만 아이들 먹기 딱좋아요 짜지도 않고,5
완전 빠졌어요 넘 맛있게 잘먹었습니다서비스 볼 넘 맛나요 대박 나세요,5
오랜만에 잘먹었어요,5
오래간만에 먹었는데도 여전히 맛있었어요,5
맛있어요 다음에도 시켜먹을게요,5
맛은 여전히 좋지만 이번에는 좀 늦게 배달됐네요,5
다 먹을 줄 알았는데 양이 생각보다 많아서 혼자 다 못 먹었네요 서비스도 주셔서 맛있게 먹었습니다 또 먹어야징,5
치킨플러스는 뼈치킨도 순살도 다 맛있어요,5
맛있어요,5
맛있게 잘먹었습니다,5
배달도 빠르고 짱 맛있어여,5
치킨은 치플 치플은 개봉점,5
치킨과 떡볶이가 정말 잘 어울리네요 맛있게 잘먹었습니다 감사합니다,5
로제 닭볶이 맛있네요,5
맛있게 잘먹었습니다,5
아 죄송해요 까먹어 갖고 일단 너무 맛있어요 매일 매일 시켜먹고 싶어요,5
늘 맛있습니다 같이주시는 찹쌀도넛 도 진짜 맛있어요전 치킨보다 이게 좋네요 또 주문하겠습니다,5
맛있게 잘먹었습니다 추천,5
맛있게 잘먹었습니다,5
늘 맛있게 먹고있습니다,5
오랜만에 주문했어요 예상시간보다 빨리와서 따뜻하게 잘 먹었습니당 리뷰서비스 핫도그도 맛있어오,5
맛있게 잘 먹었습니다 남은건 울집대장님술안주,5
배달 빨라요 바삭바삭 후라이드 도넛두 서비스로 주셔서 잘 먹었습니다,5
사진은 찍지 않아서 패스 합니다 간장 순살과 후라이드 순살로 주문을 하였는데 이곳만의 문제는 아니지만 순살이 수입육이라 그런지 먹다보면 한번씩 역한 맛이 날때가 있어요 다른 치킨집들도 마찬가지라 앞으로는 뼈 있는것으로 그리고 간장치킨의 소스는 고민을 좀 하셔야 되지 않나 의견 전해 봅니다 프랜차이즈이다 보니 맛을 마음대로 바꾸실수는 없겠지만 손수 만드셔서 직접 한번 맛을 보셨으면 하네요,3
어 혼자 살지만 잘 받았어요,5
양도 많고 푸짐하고 맛있어요 담에 또 시킬게요,5
주문해서 먹을때마다 맛있습니다,5
요즘 자주 시켜먹게되네요맛있게 잘 먹었습니다 리뷰 떡볶이는 매우 큰 한 수,5
어머 첫 주문인데 반해버렸어요 진짜 맛있네요 뚜껑 열었을 때 살짝 닭냄새가 나는 거 같았는데 먹다보니 중독됐습니다 생각나면 또 시킬게요,5
단골이에요 맛있어요 치킨과 떡볶이를 같이 먹을 수 있어서 좋아여,5
진짜 쥰맛있게 먹는법 알아냄 후라이드 떡볶이 국물에 푹담궈놨다가 먹으면 진쪼 개꿀먓,5
맛도 좋고 양도 좋아요,5
여기는 별 5 개로 부족하지요 항상 먹던거 말고 다른거 시켜 봤는데 역시나 맛있어요 양도 많고 서비스까쥐 저의 실수로 로제로 주문이 되었는데 역시 후회안되게 맛있어요 배달 주문요청 사항까지 깔끔하게 처리해주시네요 대표님 번창 하소서,5
맛있게 잘 먹었어요,5
짱이에요 오오오오오오오오,5
배달빠르고 양많고 맛있네요,5
항상 맛잇게잘먹구있어요,5
전에 시키고 맛있어서 또 시켰어요 아이들도 잘먹었네요 감사해요 저 또 시킬께요,5
맛있어요 항상 먹고있지만 좀더 바삭하면 좋겠네요,5
항상최고입니다 너무맛있게먹었어요,5
최근 먹은 치킨중에 제일맛있게 먹은거같아요,5
맛있게 잘 먹었습니다 떡볶이도 맛있구요,5
별 5 개 꾹,5
치킨 맛도 이렇게 좋은뎅 서비스도 좋고 위생등급까지 매우우수 받으시려변 얼마나 열심히 하실지 안봐도 알 거 같아서 늘 믿구 시킴 존맛,5
치킨도 떡볶이도 맛있게 잘먹었습니다치킨플러스 떡볶이가 가장 좋아요,5
역시 맛있어요 떡볶이도 최고,5
잘 먹을께요 번창하세요,5
항상 너무 맛있게잘먹고있습니다,5
너무 맛있어요 존 맛 탱,5
양도 많고 서비스도 주셔서 맛있게 잘 먹었어요,5
아이들이 너무너무 맛있다고 하내요,5
떡볶이 먹고싶어서 여기서 치킨 시켰어요 담백바삭 치킨은 아이가 엄청 잘먹어요,5
치킨은 여기서만 먹어용 서비스도 최고 맛도 최고 집근처 치플중에 여기가 제 일 맛있음,5
맛있게 잘먹었습니다,5
맛있게 먹었습니다미니핫도그도 맛났어용,5
맛있거 잘 먹었습니다,5
따끈 바삭하게 잘먹었습니당,5
치킨이랑 서비스로 주신 치즈볼도 정말 맛있게 잘 먹었습니다,5
깔끔하고 맛있어요,5
치킨플러스 언제나 맛있습니다특히 떡볶이가 국물까지 마셔버릴 맛 맛있게 잘먹었습니다,5
양이 엄청 많아요 다른 지점에서는 안 매웠는데 여기는 엄청 맵네요,5
닭강정맛은 처음인데 양념보다 순한맛 아이들에게 좋을거같아요 간장은 항상좋아하고 맛있게 잘먹었습니다,5
치플윙봉 제일맛있음,5
맛있네요 양념이조금더넉넉했으면하는아쉬움이,5
치킨과 떡볶이를 같이 먹을수있는게 큰장점인거 같아요 맛있게 잘 먹었습니다,5
너무 맛있습니다 감사합니다,5
치킨이 너무너무너무너무 맛있어요 서비스도 넘 좋고 사장님도 친절하고 여길 안 시킬이유가 없어요,5
로제가 땡길때마다 시켜먹는 치플 역시나 오늘도 만족입니다,5
맛 있 는 음 식,5
믿고먹는 치킨플러스 크리미어니언치킨은 항상 맛있었고 강정치킨은 처음 먹어보는데 역시나 맛있네요,5
맛있게 잘 먹었어요,5
오늘도 역시 맛있었습니다가성비 최고인거같아요,5
어제 먹었구요 단골이에요 언제나 신선하고 맛있고 푸짐해요 어린아이부터 어르신까지 모두 너무 맛있다고 하십니다 배달 빠른것도 넘 감사하고요 떡볶이는 국물까지 퍼먹어요 더욱더 번창하세요,5
배달도 빠르고 치킨과 떡뽁이 맛있게 잘먹었어요 양도 많고 좋네요,5
치플은 여기가 진짜 제에에에에일 맛닜어요 떡볶이도 그렇고 서비스도 진짜 비교를 불허함,5
맛있어서 재주문 했어요또 먹어도 맛있네요,5
먹느라 사진을 못찍었어요너무 맛있어요바삭한게 오래갑니다,5
치킨 맛있게 먹었습니다 리뷰 이벤트로 떡볶이까지 푸짐한 저녁이었어요 감사합니다,5
맛있게 먹었어용,5
퇴근길에 시켰는데 딱 맞춰와서 따뜻하게 잘 먹었습니다 매운맛이 생각한것보다 좀 더 매워서 물배를 채웠지만그래도 맛있었어요 감사합니다 번창하세요,5
처음 먹어봤는데 정말 맛있네요 평소 매운걸 잘 먹고 좋아해서 매운맛으로 먹었습니다적당히 매콤하고 좋아요찹쌀도너츠도 맛있었습니다,5
매번 좋습니다 배달빠름,5
아이들하고 와이프가 맛있다고하네요 잘먹었어요,5
구우우우 조아용 맛나요,5
이게 이런맛 묘한맛 넘맛잇네요,5
,5
양도많고 맛있어요 또시킬게요,5
맛나요 배달도 빠르고,5
겉바속촉 치킨너무맛있어요,4
항상 빠른 배달 신메뉻 맛있네요,5
배달도 빠르고 맛있어요 나중에 다른 맛도 도전해 봐야겠어요,5
맛있게 잘 먹겠습니다,5
배달빠른건 둘째치고 치킨이 너무 맛있어요 찹쌀빵 을 서비스로 3 개주셨는데 무슨 떡처럼 쫄깃하고 너무맛있었네요 그저께먹었지만 오늘또주문할게요,5
너무 맛있게 먹었어요,5
항상 잘먹고있습니다,5
너무 맛있게 잘 먹었습니다,5
항상 맛있게 먹는 치킨플러스 개봉점입니다 이번에 식품위생등급 매우우수 판정을 받았다고해서 앞으로는 위생까지 믿고 시킬 수 있을것같아요 잘먹었습니다,5
얘들이 너무너무 맛있다고 난리예요,5
오랫만에 치킨플러스 왔네요역시나 맛있고 든든하게잘 먹었습니다,5
겉바속촉 맛있어요,5
떡볶이 전문점들보다 맛도 훨 좋고 양은 진짜 비교가 불가능 합니다 배 터져요 안에 구성도 떡 당면 닭 감자 치즈 등 다양한데 진짜 조합 장난아닙니다 타사 떡볶이 전문점이랑 비교했을 때 모든 면에서 훠어어얼씬 낫습니다,5
맛있어요 잘먹었어요,5
처음 시켜먹어보는데 배달도 빠르고 진짜 맛있네요 제가 좋아하는 봉 윙으로 구성되어 있어서 더 좋았네요 자주 시켜먹을게용,5
맛있게 먹었어요,5
다 좋았어요 감사합니다 치킨도 따뜻했구 서비스 도넛이 왔는데 감사합니다 아 그리고 저번에 먹었을때 이긴 한데 여기 떡볶이 맛집이에요 친구한테도 추천해줬더니 떡볶이 너무 맛있대요 감사합니다,5
오랜만에 치킨이 먹고 싶었는데 생각난 집입니다 역시 프라이드는 깔끔하게 잘 튀겨졌고 양념치킨도 맛있었습니다 코로나로 모두 힘든데 치킨플러스는 예전과 변함없이 되었으면 합니다 땅콩 빼달라는 요구사항도 들어줘서 감사합니다,5
늘 맛있게 잘먹고 있습니다 환절기에 감기조심하세용,5
배달이 예정시간보다 빨리와서 좋았어요후라이드는 튀김옷도 너무 두껍지 않아서 좋았고 이벤트로 받은 공룡알도 맛있게 잘 먹었습니다,5
사진을 못찍었네요 댕댕이나 다시했음 합니당,5
배달 빠르게 와서 맛있게 먹었습니다 로제닭볶이는 첨 먹어봤는데 맵지않고 맛있습니다,5
맛있게 잘 먹었습니다,5
